Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege
SSA;BG;182-01-06;;;Centres éducatifs renforcés (CER) - Secteur associatif habilité;CER - SAH
SSA;BG;182-01-07;;;Hébergement collectif non spécialisé - Secteur public;Héberg. collectif - SP
SSA;BG;182-01-18;;;Milieu ouvert et investigation - Secteur public;MO et Investigation - SP
SSA;BG;182-01-19;;;Milieu Fermé - Quartiers pour mineurs - Secteur public;QM - SP
SSA;BG;182-01-20;;;Unités d'activité de jour - Secteur public;UEAJ - SP
SSA;BG;182-01-21;;;Hébergement : jeunes majeurs - Secteur associatif habilité;Hébergement PJM - SAH
SSA;BG;182-01-22;;;Action éducative en milieu ouvert jeunes majeurs - Secteur associatif habilité;AEMO Jeunes Majeurs - SAH
SSA;BG;182-01-23;;;Hébergement individualisé - Secteur public;Héb. Individualisé - SP
SSA;BG;182-01-24;;;Placement familial - Secteur public;Placement Familial - SP
SSA;BG;182-01-25;;;Actions éducatives nationales et régionales - Secteur public;Actions éduc AC DIR - SP
SSA;BG;182-01-26;;;Mesures d'investigation judiciaire pénales - Secteur associatif;MJIE pénales - SAH
SSA;BG;182-01-27;;;Mesures d'investigation judiciaire civiles - Secteur associatif;MJIE civiles - SAH
PGM;BG;101;JA;10;Accès au droit et à la justice;AccèsDroitJustice
ACT;BG;101-03;;;Aide aux victimes;
ACT;BG;101-02;;;Développement de l'accès au droit et du réseau judiciaire de proximité;Accès au droit
ACT;BG;101-01;;;Aide juridictionnelle;
SSA;BG;101-01-03;;;Aide à l'intervention en matières juridictionnelle et non juridictionnelle;
SSA;BG;101-01-10;;;Protocoles et conventions;
ACT;BG;101-04;;;Médiation familiale et espaces de rencontre;MFER
ACT;BG;101-05;;;Indemnisation des avoués;
PGM;BG;310;JA;10;Conduite et pilotage de la politique de la justice;Pilot.Justice
ACT;BG;310-10;;;Action sociale ministérielle;Action sociale min.
SSA;BG;310-10-01;;;"Personnel concourant à l'action ""Action sociale ministérielle """;T2 Action sociale. min.
SSA;BG;310-10-02;;;Action sociale;
SSA;BG;310-10-03;;;Action en faveur des personnels handicapés;Personnels handicapés
ACT;BG;310-01;;;État major;
ACT;BG;310-04;;;Gestion de l'administration centrale;Gestion Adm. Centrale
SSA;BG;310-04-01;;;"Personnel concourant à l'action ""gestion de l'administration centrale""";T2 Gestion Adm. Centrale
SSA;BG;310-04-02;;;Charges immobilières;
SSA;BG;310-04-04;;;Formation des personnels de l'administration centrale;Formation personnels AC
SSA;BG;310-04-07;;;Réparations civiles;
SSA;BG;310-04-09;;;Fonctionnement de l'administration centrale - autre dépenses; Fonct. & autres dép. AC
SSA;BG;310-04-03;;;Communication;
ACT;BG;310-03;;;Évaluation, contrôle, études et recherche;Éval. contl. étud.recher.
SSA;BG;310-03-01;;;"Personnel concourant à l'action ""évaluation, contrôle, études et recherche""";T2 Eval. Contl.étud.rech.
SSA;BG;310-03-02;;;Etudes, statistiques et recherche (hors personnel);Eval.Contl.étud.rech.HT2 
ACT;BG;310-02;;;Activité normative;
ACT;BG;310-09;;;Action informatique ministérielle;Action informatique min.
SSA;BG;310-09-01;;;"Personnel concourant à l'action ""Politique informatique""";T2 Action informat. min.
SSA;BG;310-09-02;;;Politique informatique et maintenance du parc;Informatique maintenance 
SSA;BG;310-09-03;;;Politique informatique - réalisation de nouveaux projets;Informatique nvx projets.
ACT;BG;310-99;;;Dépenses de personnel du programme à reventiler;
PGM;BG;335;JA;10;Conseil supérieur de la magistrature;CSM
ACT;BG;335-01;;;Conseil supérieur de la magistrature;CSM
MSN;BG;MA;;;Médias, livre et industries culturelles;MédiasLivreIndCult
PGM;BG;180;MA;02;Presse et médias;Presse et médias
ACT;BG;180-01;;;Relations financières avec l'AFP;Relations fin. avec AFP
SSA;BG;180-01-01;;;Abonnement de l'Etat à l'AFP;Abonnement Etat à AFP
SSA;BG;180-01-02;;;Compensation des missions d'intérêt général de l'AFP;Compensation MIG de l'AFP
ACT;BG;180-02;;;Aides à la presse;
SSA;BG;180-02-11;;;Aides à la modernisation : aide à la modernisation des diffuseurs;Modernisation diffuseurs
SSA;BG;180-02-15;;;Aides à la diffusion : exonération des charges patronales pour les vendeurs-colporteurs et porteurs de presse;Diffusion: exoné. charges
SSA;BG;180-02-10;;;Aides à la modernisation : aide à la modernisation de la distribution de la presse quotidienne nationale;Modernisation distribut°
SSA;BG;180-02-08;;;Aides au pluralisme : aide aux quotidiens régionaux, départementaux et locaux d'information politique et générale à faibles ressources de petites annonces;Pluralisme: aide QFRPA
SSA;BG;180-02-16;;;Fonds stratégique pour le développement de la presse;FSDP
SSA;BG;180-02-09;;;Aides à la modernisation : aide à la modernisation sociale de la presse quotidienne d'information politique et générale;Modernisation sociale
SSA;BG;180-02-01;;;Aides à la diffusion : aide au transport postal de la presse;Diffusion: aide postale
SSA;BG;180-02-07;;;Aides au pluralisme : aide aux publications d'information politique et générale à faibles ressources publicitaires;Pluralisme: aide PFRP
SSA;BG;180-02-05;;;Aides à la diffusion : aide au portage de la presse;Diffusion: aide portage
SSA;BG;180-02-04;;;aide au pluralisme de la presse périodique régionale et locale;Pluralisme: aide à la PPR
SSA;BG;180-02-17;;;Fonds de soutien à l'émergence et à l'innovation dans la presse;
ACT;BG;180-06;;;Soutien à l'expression radiophonique locale;
SSA;BG;180-06-01;;;Soutien à l’expression radiophonique locale;
SSA;BG;180-06-02;;;Fonction support;
ACT;BG;180-07;;;Compagnie internationale de radio et télévision (CIRT);
SSA;BG;180-07-01;;;Compagnie internationale de radio et télévision (CIRT);
ACT;BG;180-05;;;Soutien aux médias de proximité;
SSA;BG;180-05-01;;;Soutien aux médias de proximité;
PGM;BG;334;MA;02;Livre et industries culturelles;Livre et lecture
ACT;BG;334-01;;;Livre et lecture;
SSA;BG;334-01-01;;;Bibliothèque nationale de France;BnF
SSA;BG;334-01-02;;;Quadrilatère Richelieu;
SSA;BG;334-01-03;;;Développement de la lecture et des collections;Dvpt lecture collections
SSA;BG;334-01-04;;;Edition, librairie et professions du livre;Économie du livre
ACT;BG;334-02;;;Industries culturelles;
SSA;BG;334-02-01;;;Soutien dans le domaine de la musique enregistrée;Musique enregistrée
SSA;BG;334-02-03;;;Haute autorité pour la diffusion des oeuvres et la protection des droits sur internet (HADOPI);HADOPI
SSA;BG;334-02-02;;;Soutien dans le domaine du cinéma;Soutien cinéma
SSA;BG;334-02-04;;;Entrepreneuriat culturel;Entrepreneuriat culturel
SSA;BG;334-02-05;;;Centre national de la musique;CNM
MSN;BG;EB;;;Engagements financiers de l'État;EngmtsFinancÉtat
PGM;BG;145;EB;21;Épargne;Épargne
ACT;BG;145-02;;;Instruments de financement du logement;
ACT;BG;145-01;;;Épargne logement;
PGM;BG;114;EB;21;Appels en garantie de l'État (crédits évaluatifs);AppelsGarÉtat(CrEvals)
ACT;BG;114-05;;;Autres garanties;
ACT;BG;114-04;;;Développement international de l'économie française;
SSA;BG;114-04-01;;;Assurance-crédit;
SSA;BG;114-04-02;;;Assurance-prospection;
SSA;BG;114-04-03;;;Garantie de change;
SSA;BG;114-04-04;;;Garantie du risque économique;
SSA;BG;114-04-05;;;Garanties de taux d'intérêt Natixis;
SSA;BG;114-04-06;;;Garantie du risque exportateur;
ACT;BG;114-03;;;Financement des entreprises et industrie;
ACT;BG;114-02;;;Soutien au domaine social, logement, santé;
ACT;BG;114-01;;;Agriculture et environnement;
PGM;BG;117;EB;21;Charge de la dette et trésorerie de l'État (crédits évaluatifs);ChargDette(CrEvals)
ACT;BG;117-01;;;Dette;
ACT;BG;117-03;;;Trésorerie;
PGM;BG;336;EB;21;Dotation du Mécanisme européen de stabilité;Dot.Méc.Euro.Stab.
ACT;BG;336-01;;;Dotation du Mécanisme européen de stabilité;
PGM;BG;338;EB;21;Augmentation de capital de la Banque européenne d'investissement;Augm.CapitalBEI
ACT;BG;338-01;;;Augmentation de capital de la Banque européenne d'investissement;
PGM;BG;344;EB;21;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;SoutienPretsCtr.Prod.Str.
ACT;BG;344-01;;;Fonds de soutien relatif aux prêts et contrats financiers structurés à risque;Produits structurés risq
SSA;BG;344-01-01;;;Aide pour le remboursement anticipé des emprunts liés à des contrats de prêt ou des contrats financiers structurés à risque;Remb anticipé risq
SSA;BG;344-01-02;;;Aide à la gestion de l'encours pour les collectivités locales et certains établissements publics ayant souscrit des contrats de prêt ou des contrats financiers à haut risque;Aide gest encours
SSA;BG;344-01-03;;;Dépenses de fonctionnement du fonds de soutien;
MSN;CAS;YC;;;Participations financières de l'État;ParticipFinancière
PGM;CAS;731;YC;21;Opérations en capital intéressant les participations financières de l'État;OpérCapitalPartFinÉtat
ACT;CAS;731-01;;;Augmentations de capital, dotations en fonds propres, avances d'actionnaire et prêts assimilés;
ACT;CAS;731-03;;;Achats ou souscriptions de titres, parts ou droits de société;
ACT;CAS;731-04;;;Autres investissements financiers de nature patrimoniale;
ACT;CAS;731-05;;;Prestations de services : commissions bancaires, frais juridiques et frais liés aux opérations de gestion des participations financières de l'État;
ACT;CAS;731-06;;;Versements au profit du Mécanisme européen de stabilité;
PGM;CAS;732;YC;21;Désendettement de l'État et d'établissements publics de l'État;Désendettement de l'État
ACT;CAS;732-01;;;Désendettement de l'État ou d'établissements publics de l'État;
MSN;BG;DA;;;Défense;Défense
PGM;BG;146;DA;70;Équipement des forces;Équipement des forces
ACT;BG;146-12;;;Parts étrangères et programmes civils;
SSA;BG;146-12-96;;;Parts étrangères;PE&PC-Parts étrangères
SSA;BG;146-12-97;;;Programmes civils;PE&PC-Programmes civils
ACT;BG;146-06;;;Dissuasion;
SSA;BG;146-06-14;;;Assurer la crédibilité technique de la dissuasion M51;DisCrédTech-M51
SSA;BG;146-06-15;;;Assurer la crédibilité technique de la dissuasion SNLE NG : adaptation M51;DisCrédTe-SNLE NG-AdapM51
SSA;BG;146-06-17;;;Assurer la crédibilité technique de la dissuasion - Air sol moyenne portée amélioré (ASMPA);DisCrédTech-ASMPA
SSA;BG;146-06-18;;;Assurer la crédibilité technique de la dissuasion Simulation;DisCrédTech-Simulation
SSA;BG;146-06-19;;;Assurer la crédibilité technique de la dissuasion - Autres opérations;DisCrédTech-Autr.Op.
SSA;BG;146-06-22;;;Assurer la crédibilité opérationnelle de la dissuasion - soutien et mise en oeuvre des forces - toutes opérations;DisCrédOps-Sout&meoF-ttOp
SSA;BG;146-06-23;;;Assurer la crédibilité technique de la posture - toutes opérations;DisCrédTechPosture-ttOp
SSA;BG;146-06-24;;;Assurer la crédibilité technique de la dissuasion – SNLE 3G;DisCrédTech-SNLE 3G
ACT;BG;146-07;;;Commandement et maîtrise de l'information;Cdt & Maitrise de l'Info
SSA;BG;146-07-46;;;Espace - Commander et conduire - OMEGA;Espace-OMEGA
SSA;BG;146-07-24;;;Commander et conduire - Système de commandement et de conduite des opérations aériennes (SCCOA);C&C-SCCOA
SSA;BG;146-07-30;;;Communiquer - Cyber;Communiquer - Cyber
SSA;BG;146-07-37;;;Communiquer- DESCARTES;Communiquer- DESCARTES
SSA;BG;146-07-43;;;Espace - Communiquer - Moyens de communication satellitaire;Espace-Comm Satellitaire
SSA;BG;146-07-44;;;Espace - Renseigner, surveiller, acquérir et reconnaître - ROIM;Espace-ROIM
SSA;BG;146-07-50;;;Communiquer - Transmission;Comm-Transmission
SSA;BG;146-07-60;;;Renseigner, surveiller, acquérir et reconnaître - ALSR;RSA-ALSR
SSA;BG;146-07-61;;;Renseigner, surveiller, acquérir et reconnaître - CUGE;RSA-CUGE
SSA;BG;146-07-62;;;Renseigner, surveiller, acquérir et reconnaître - Drones aériens;RSA-Drones aériens
SSA;BG;146-07-63;;;Renseigner, surveiller, acquérir et reconnaître - Hawkeye;RSA-Hawkeye
SSA;BG;146-07-64;;;Renseigner, surveiller, acquérir et reconnaître - ROEM;RSA-ROEM
SSA;BG;146-07-67;;;Renseigner, surveiller, acquérir et reconnaître - SDCA;RSA-SDCA
SSA;BG;146-07-68;;;Renseigner, surveiller, acquérir - Autres opérations;RSA-Autres opérations
SSA;BG;146-07-45;;;Espace - Maîtrise de l'Espace;Espace-Maîtrise Espace
SSA;BG;146-07-42;;;Espace - Renseigner, surveiller, acquérir et reconnaître - ROEM;Espace-ROEM
SSA;BG;146-07-27;;;Commander et conduire - Géographie numérique;C&C-DNG 3D
SSA;BG;146-07-36;;;Communiquer - CONTACT;Comm-CONTACT
SSA;BG;146-07-28;;;Commander et conduire - Autres opérations;C&C-Autr.OP.
SSA;BG;146-07-35;;;Communiquer - Autres opérations;Comm-Autr.Op.
SSA;BG;146-07-29;;;Commander et conduire - Système d'information des armées (SIA);C&C-SIA
SSA;BG;146-07-25;;;Commander et conduire - Système d'information TERRE;C&C-SI Terre
ACT;BG;146-08;;;Projection - mobilité - soutien;PMS-ProjectMobiliSoutien
SSA;BG;146-08-42;;;Projeter les forces - Avion de transport futur (A400M);PMS-Proj-A400M
SSA;BG;146-08-43;;;Projeter les forces - Autres opérations;PMS-Proj-Autr.Op.
SSA;BG;146-08-46;;;Assurer la mobilité - Rénovation Cougar;PMS-Mobili-RénoCOUGAR
SSA;BG;146-08-47;;;Assurer la mobilité - Hélicoptère NH 90;PMS-Mobili-NH90
SSA;BG;146-08-48;;;Assurer la mobilité - Autres opérations;PMS-Mobili-Autr.Op.
SSA;BG;146-08-51;;;Maintenir le potentiel ami et autre - Porteur polyvalent terrestre (PPT);Maint.PotentielAmiEtc-PPT
SSA;BG;146-08-53;;;Maintenir le potentiel ami et autre - Autres opérations;Maint.Potent.AmiEtc-AutOp
SSA;BG;146-08-55;;;Maintenir le potentiel ami et autre - MRTT;Maint.PotentielAmEtc-MRTT
SSA;BG;146-08-44;;;Assurer la mobilité - VLTP;PMS-Mobil-VLTP
SSA;BG;146-08-45;;;Assurer la mobilité - HIL;PMS-Mobil-HIL
SSA;BG;146-08-56;;;Maintenir le potentiel ami et autre - Flotte logistique;Maint.Potent.Ami-Flotlog
ACT;BG;146-09;;;Engagement et combat;
SSA;BG;146-09-56;;;Frapper à distance - Missile de croisière naval (MDCN);Frapper à distance-MDCN
SSA;BG;146-09-59;;;Frapper à distance - RAFALE;Frapper à distance-RAFALE
SSA;BG;146-09-61;;;Frapper à distance - Autres opérations;Frapper à distance-AutrOP
SSA;BG;146-09-66;;;Opérer en milieu hostile - Véhicule blindé de combat d'infanterie (VBCI);Op.enMilieuHostile-VBCI
SSA;BG;146-09-79;;;Opérer en milieu hostile - Plateformes;Op.enMilieuHost-Plateform
SSA;BG;146-09-68;;;Opérer en milieu hostile - Hélicoptère HAP/HAD TIGRE;Op.enMilieuHostile-TIGRE
SSA;BG;146-09-89;;;Opérer en milieu hostile - Frégates de taille intermédiaire;Op.enMilieuHostile-FTI
SSA;BG;146-09-62;;;Frapper à distance - SCAF;Frapper à distance-SCAF
SSA;BG;146-09-63;;;Frapper à distance - Porte-avions;Frapper à distance-PA
SSA;BG;146-09-84;;;Opérer en milieu hostile - MAST-F;Op.enMilieuHost-MAST-F
SSA;BG;146-09-85;;;Opérer en milieu hostile - SLAMF;Op.enMilieuHost-SLAMF
SSA;BG;146-09-86;;;Opérer en milieu hostile - ATL2;Op.enMilieuHost-ATL2
SSA;BG;146-09-74;;;Opérer en milieu hostile - SNA Barracuda;Op.enMilieuHostile-SNA B.
SSA;BG;146-09-69;;;Opérer en milieu hostile - Future torpille lourde (FTL);Op.enMilieuHostile-FTL
SSA;BG;146-09-77;;;Opérer en milieu hostile -  SCORPION;Op.enMilieuHosti-SCORPION
SSA;BG;146-09-75;;;Opérer en milieu hostile - Autres opérations et conduire des opérations spéciales;Op.enMilieuHosti-Autr.Op.
SSA;BG;146-09-71;;;Opérer en milieu hostile - Evolution Exocet;Op.enMilieuHost-Ev.EXOCET
SSA;BG;146-09-73;;;Opérer en milieu hostile - Frégates multi-missions (FREMM);Op.enMilieuHost-Frégates
SSA;BG;146-09-88;;;Opérer en milieu hostile - missile moyenne portée MMP;Op.enMilieuHostile-MMP
SSA;BG;146-09-78;;;Frapper à distance - Mirage 2000;Frapper à distance-M2000
ACT;BG;146-10;;;Protection et sauvegarde;P&S-Protection&Sauvegarde
SSA;BG;146-10-74;;;Assurer la sûreté des approches, la sécurité de l’Etat, de la nation et des citoyens - SECOIA;SûretéAppr&Sécu-SECOIA
SSA;BG;146-10-75;;;Assurer la sûreté des approches, la sécurité de l’Etat, de la nation et des citoyens - Patrouilleur futur;SûretéAppr&Sécu-PatFut
SSA;BG;146-10-76;;;Assurer la sûreté des approches, la sécurité de l’Etat, de la nation et des citoyens - Missiles;SûretéAppr&Sécu-Missiles
SSA;BG;146-10-77;;;Assurer la sûreté des approches, la sécurité de l’Etat, de la nation et des citoyens - AVSIMAR;SûretéAppr&Sécu-AVSIMAR
