beneficiaire,adresse,descriptif,montant,nom,prenom,departement,groupe,programme_budgetaire,ID_Acteur
"Foyer des Elèves du Collège Roger Gaudeau des Andelys","Les Andelys",Fonctionnement,1250.00,GILARD,Franck,Eure,"Les Républicains",230-01,PA267148
"Foyer des Jeunes de l'Ecole Publique (section parents d'élèves)","M. Didier POURRAT
Ecole Publique Jacques Prévert
Rue du Stade
43220 DUNIERES","Voyage culturel des élèves",1000.00,WAUQUIEZ,Laurent,Haute-Loire,"Les Républicains",214-01,PA267285
"FOYER DU COLLEGE DE LORMES",,"Voyage Scolaire",4000.00,PAUL,Christian,Nièvre,"Socialiste, républicain et citoyen",230-06,PA2338
"Foyer du Mont-Blanc",Sallanches,"Aménagement du Foyer",2000.00,DION,Sophie,Haute-Savoie,"Les Républicains",304-17,PA608851
"Foyer éducatif du Collège des Champs Plaisants",,"Organisation d'un voyage scolaire",1000.00,FORT,Marie-Louise,Yonne,"Les Républicains",230-01,PA336576
"Foyer Fernand Verchere",OYONNAX,"Participation frais aux activités",1000.00,ABAD,Damien,Ain,"Les Républicains",157-05,PA605036
"Foyer Haute Roche - Association parents","Fontenay le comte",Fonctionnement,1000.00,FOURAGE,Hugues,Vendée,"Socialiste, républicain et citoyen",230-06,PA609775
"Foyer Jeunes et d'Education Populaire Courmelles Handball","M. Antoine GORAZDA
15 rue du Chalet
02200 NOYANT ET ACONIN","Participation aux compétitions de handall",1000.00,BECHTEL,Marie-Françoise,Aisne,"Socialiste, républicain et citoyen",163-02,PA605076
"Foyer laïc du Chambon Feugerolles","Le Chambon-Feugerolles",Fonctionnement,1000.00,CINIERI,Dino,Loire,"Les Républicains",219-01,PA267429
"Foyer Laïque de Saint-Marc","12 rue du Docteur Floch
29200 Brest","Investissement-Equipement (projet d'aménagement des espaces d'accueils éducatifs)",20000.00,ADAM,Patricia,Finistère,"Socialiste, républicain et citoyen",163-02,PA267695
"Foyer Notre Dame des Sans Abri",,Fonctionnement,2000.00,VERCHÈRE,Patrice,Rhône,"Les Républicains",177-11,PA334843
"Foyer Rural","2 Boulevard des Danois, 02220 Braine","Frais de déplacement",1000.00,KRABAL,Jacques,Aisne,"Radical, républicain, démocrate et progressiste",163-01,PA605084
"Foyer rural","8, Rue Principale
62560 AUDINCTHUN","ACHAT TABLE ET EQUIPEMENTS TENNIS",1000.00,BOURGUIGNON,Brigitte,Pas-de-Calais,"Socialiste, républicain et citoyen",163-01,PA608083
"Foyer rural d'Hermé",,Fonctionnement,2000.00,JACOB,Christian,Seine-et-Marne,"Les Républicains",230-01,PA1695
"Foyer rural de Chambles",Chambles,Fonctionnement,1000.00,CINIERI,Dino,Loire,"Les Républicains",230-01,PA267429
"Foyer Rural de Fressin",Fressin,Fonctionnement,1000.00,FASQUELLE,Daniel,Pas-de-Calais,"Les Républicains",230-01,PA334149
"Foyer Rural de la Malène","LA MALENE",Fonctionnement,1000.00,MOREL-A-L'HUISSIER,Pierre,Lozère,"Les Républicains",304-17,PA266788
"Foyer Rural de Longuevillette",Longuevillette,"Fleurissement et embellissement",2000.00,GEST,Alain,Somme,"Les Républicains",230-01,PA1466
"Foyer rural de Melleran","10 route de Chef-Boutonne                                79190 Melleran","Organisation du 50ème anniversaire du Foyer Rural de Melleran",1000.00,BATHO,Delphine,Deux-Sèvres,"Socialiste, républicain et citoyen",163-02,PA335999
"Foyer rural de Sauvian",Sauvian,Fonctionnement,1000.00,ABOUD,Élie,Hérault,"Les Républicains",230-01,PA267457
"Foyer Rural de St Alban Auriolles","Mairie
Hôtel de Ville
07120 St Alban Auriolles","Soutien aux actions d'animation récréative et culturelle du village",1000.00,BUIS,Sabine,Ardèche,"Socialiste, républicain et citoyen",163-01,PA605261
"Foyer Rural de Sussargues","Mairie de Sussargues
Rue Grand Rue Louis Bouis
34160 Sussargues","Vie locale",1000.00,"DOMBRE COSTE",Fanny,Hérault,"Socialiste, républicain et citoyen",163-01,PA606573
"Foyer Rural des Laubies","LES LAUBIES",Fonctionnement,1000.00,MOREL-A-L'HUISSIER,Pierre,Lozère,"Les Républicains",304-17,PA266788
"Foyer Rural du Buisson","LE BUISSON",Fonctionnement,1000.00,MOREL-A-L'HUISSIER,Pierre,Lozère,"Les Républicains",230-01,PA266788
"Foyer Rural Laïque","Châteauneuf de Gadagne",Fonctionnement,1000.00,BOUCHET,Jean-Claude,Vaucluse,"Les Républicains",230-01,PA336316
"Foyer Rural Maurin","Chez M. CHAVET
16, Rue des Yeuses
34970 LATTES","Célébration des 50 ans du Foyer et du village",3500.00,ROUMEGAS,Jean-Louis,Hérault,Écologiste,163-01,PA606545
"Foyer rural St Jean Lasseille","18, rue de la mairie
66300 St Jean Lasseille","Rencontre sportive Avril 2015 Tir à l'arc",1000.00,AYLAGAS,Pierre,Pyrénées-Orientales,"Socialiste, républicain et citoyen",163-01,PA608348
"Foyer Rural St Paul de Loubressac","Le Bourg - Mairie
46170 St paul de Loubressac","Organisation manifestation St Paul à la Rue",3000.00,ORLIAC,Dominique,Lot,"Radical, républicain, démocrate et progressiste",163-01,PA332950
"Foyer rural thilois - Amicale Circus","Mairie 31550 THIL",fonctionnement,1000.00,IMBERT,Françoise,Haute-Garonne,"Socialiste, républicain et citoyen",163-01,PA1689
"Foyer Rural Villeneuve-d'Allier",Villeneuve-d'Allier,Fonctionnement,2000.00,VIGIER,Jean-Pierre,Haute-Loire,"Les Républicains",224-02,PA607090
"Foyer savoyard de Paris",Paris,Fonctionnement,1000.00,SADDIER,Martial,Haute-Savoie,"Les Républicains",224-02,PA267527
"Foyer socio  éducatif du collège Ennemond Richard","11 Ter boulevard Ennemond Richard - BP 191 42408 SAINT CHAMOND cedex",Fonctionnement,1000.00,ROCHEBLOINE,François,Loire,"Union des démocrates et indépendants"," 230-04",PA2597
"Foyer Socio Educatif du Collège                                                        Albert Camus","100 rue de Vesoul                                            25000 BESANCON","Action ""MESS'Ages""",1000.00,ALAUZET,Éric,Doubs,Écologiste,230-06,PA605963
"Foyer socio éducatif du collège Bernard de Ventadour","19 avenue du Bordelet, 30205 Bagnols sur Cèze","Valorisation des matières scientifiques",1000.00,PRAT,Patrice,Gard,"Socialiste, républicain et citoyen",230-06,PA606225
"Foyer socio éducatif du college de Saint Jean d'illac","220 avenue du Las
33127 Saint Jean d'Illac","Voyage pédagogique à Paris avec Visite de l'Assemblée Nationale",3000.00,RÉCALDE,Marie,Gironde,"Socialiste, républicain et citoyen",230-06,PA341981
"Foyer Socio Educatif du Collège du Commandant Charcot du Trait","M. Damien HOTTEAU (Président)
Collège du Commandant Charcot
3 rue Edouard Branly
76580 LE TRAIT","Soutien au fonctionnement de l'Association et au projet d'appatriement scolaire avec l'école Jacques Prévert de Saly",3000.00,BOUILLON,Christophe,Seine-Maritime,"Socialiste, républicain et citoyen",230-06,PA267233
"Foyer Socio Educatif du Collège Faubert",Villefranche-sur-Saône,Fonctionnement,1000.00,PERRUT,Bernard,Rhône,"Les Républicains",230-01,PA2377
"Foyer Socio Educatif du Collège Louis Blériot","5, rue du 11 Novembre
28310 TOURY",Fonctionnement,1000.00,VIGIER,Philippe,Eure-et-Loir,"Union des démocrates et indépendants",141-06,PA331582
"Foyer Socio Educatif du Collège Marie Curie",Tourcoing,Fonctionnement,1000.00,DARMANIN,Gérald,Nord,"Les Républicains",230-01,PA607846
"Foyer socio éducatif du collège Paul Bert","112 Rue Paul Vaillant Couturier
92240 Malakoff","Participation aux voyages scolaires",2000.00,SOMMARUGA,Julie,Hauts-de-Seine,"Socialiste, républicain et citoyen",230-06,PA610195
"Foyer socio éducatif du collège Pierre Mendès France","8 Avenue de Lisbonne
17000 LA ROCHELLE","Financement voyage scolaire",1000.00,FALORNI,Olivier,Charente-Maritime,"Radical, républicain, démocrate et progressiste",230-06,PA605694
"Foyer Socio Educatif du Collège Roquecoquille",CHATEAURENARD,Fonctionnement,1000.00,REYNÈS,Bernard,Bouches-du-Rhône,"Les Républicains",230-01,PA330788
"Foyer socio educatif lycée Dumezil",Vernon,"Financement projet ""Voyage ARVE industrie""",1000.00,GILARD,Franck,Eure,"Les Républicains",230-01,PA267148
"Foyer socio-éducatif","Mme Sylvie CARRERE-DEBAT
Collège Léonard de Vinci
Rue des Sciences
60730 - Sainte Geneviève",Fonctionnement,1000.00,MANCEL,Jean-François,Oise,"Les Républicains",230-01,PA2048
"Foyer socio-éducatif","Collège de l'Evre
15 allée du Rocher
49110 MONTREVAULT","cabane autonome/environnement",2000.00,BARDY,Serge,Maine-et-Loire,"Socialiste, républicain et citoyen",230-06,PA607369
"Foyer socio-éducatif collège Champfleuri",Bourgoin-Jallieu,Fonctionnement,1000.00,MOYNE-BRESSAND,Alain,Isère,"Les Républicains",230-01,PA2250
"Foyer socio-éducatif collège de Mens","Avenue Jean Rippert
38710 MENS","soutien au projet de classe sport",1500.00,BATTISTEL,Marie-Noëlle,Isère,"Socialiste, républicain et citoyen",230-06,PA342415
"Foyer socio-éducatif collége La Canopée","Chemin Morthium - 97351 Matoury",fonctionnement,4000.00,SERVILLE,Gabriel,Guyane,"Gauche démocrate et républicaine",123-04,PA610667
"Foyer Socio-Educatif Collège Ledoux",,Fonctionnement,1000.00,SERMIER,Jean-Marie,Jura,"Les Républicains",230-01,PA267204
"Foyer socio-éducatif collège Marracq","Collège Marracq,
Monsieur LANGLAIS
1 rue des Montagnards
64100 BAYONNE","frais de fonctionnement",5000.00,CAPDEVIELLE,Colette,Pyrénées-Atlantiques,"Socialiste, républicain et citoyen",230-06,PA608264
"Foyer socio-éducatif des Lycées de Sens",,"Création d'ateliers pour les élèves",1000.00,FORT,Marie-Louise,Yonne,"Les Républicains",230-01,PA336576
"Foyer socio-éducatif du CES Le Parc",,Fonctionnement,1000.00,HUYGHE,Sébastien,Nord,"Les Républicains",230-01,PA267200
"Foyer socio-éducatif du Collège Albert Schweizer",Kaysersberg,Fonctionnement,7300.00,CHRIST,Jean-Louis,Haut-Rhin,"Les Républicains",230-01,PA267358
"Foyer socio-éducatif du Collège Albert Thomas, ""L'Egletonnaise""","Esplanade Charles Spinasse - 19300 EGLETONS","Voyage à Paris avec visite de l'Assemblée nationale",750.00,DESSUS,Sophie,Corrèze,"Socialiste, républicain et citoyen",230-06,PA605758
"Foyer socio-éducatif du Collège Auguste Blanqui",PUGET-THENIERS,Fonctionnement,3000.00,GINESY,Charles-Ange,Alpes-Maritimes,"Les Républicains",230-01,PA267680
"Foyer socio-éducatif du collège d'enseignement secondaire nationalisé de Condé-sur-l'Escaut","Collège Josquin des Près
6, avenue Louis Franquet
BP 99
59163 Condé-sur-l'Escaut",Fonctionnement,2500.00,DEGALLAIX,Laurent,Nord,"Union des démocrates et indépendants",141-06,PA702053
"Foyer socio-éducatif du collège David Nièpce de Sennecey-le-grand","4, rue des plantes
71240 SENNECEY-LE-GRAND","Voyage scolaire",1000.00,UNTERMAIER,Cécile,Saône-et-Loire,"Socialiste, républicain et citoyen",230-06,PA608695
"Foyer socio-éducatif du Collège de la Plaine de l'Ain",Leyment,Fonctionnement,2500.00,"DE LA VERPILLIÈRE",Charles,Ain,"Les Républicains",230-01,PA1012
"Foyer socio-éducatif du collège Edouard Vaillant","Collège Edouard Vaillant
19 rue Paul Langevin
38400 SAINT-MARTIN-D'HÈRES","Voyage des délégués -élèves à l'Assemblée nationale",1500.00,ISSINDOU,Michel,Isère,"Socialiste, républicain et citoyen",230-06,PA332384
"Foyer Socio-Educatif du collège Goya","Collège Goya - 56 rue du Commandant Arnould - BP 49
33023 BORDEAUX","Participation au financement d'une sortie scolaire et pédagogique à Paris",1000.00,DELAUNAY,Michèle,Gironde,"Socialiste, républicain et citoyen",230-06,PA331924
"Foyer socio-éducatif du Collège Henri Baumont",,Fonctionnement,1000.00,MANCEL,Jean-François,Oise,"Les Républicains",230-01,PA2048
"Foyer Socio-Educatif du Collège Jean Rostand",Doullens,Fonctionnement,1000.00,GEST,Alain,Somme,"Les Républicains",230-01,PA1466
"Foyer socio-éducatif du Collège Jean Vigo","2 rue de Nancy
93800 Epinay-sur-Seine","Projet culturel éducatif",2400.00,"Groupe Socialiste, républicain et citoyen",,"*(non rattaché à un département)","Socialiste, républicain et citoyen",230-06,
"Foyer Socio-éducatif du Collège Jules Michelet à Creil",,Fonctionnement,1000.00,COURTIAL,Édouard,Oise,"Les Républicains",230-01,PA267743
"Foyer socio-éducatif du collège Lelorgne de Savigny",,Fonctionnement,1200.00,JACOB,Christian,Seine-et-Marne,"Les Républicains",230-01,PA1695
"Foyer socio-éducatif du collège Les chênes rouges de Saint-Germain-du-Plain","2, rue des chênes rouges
71370 SAINT-GERMAIN-DU-PLAIN","Voyage scolaire",1000.00,UNTERMAIER,Cécile,Saône-et-Loire,"Socialiste, républicain et citoyen",230-06,PA608695
"Foyer socio-éducatif du collège les Dîmes de Cuisery","145, Rue de Wachenheim
71290 CUISERY","Voyage scolaire",1000.00,UNTERMAIER,Cécile,Saône-et-Loire,"Socialiste, républicain et citoyen",230-06,PA608695
"Foyer Socio-Éducatif du Collège Mermoz
Chorale ""Tous en choeur""","125 rue de Paris
59155 FACHES THUMESNIL","Aide au fonctionnement",5000.00,ROMAN,Bernard,Nord,"Socialiste, républicain et citoyen",230-06,PA2611
"Foyer socio-éducatif du Collège Michelet","145 rue du Docteur Bauer
93400 Saint-Ouen","Projet éducatif",3000.00,"Groupe Socialiste, républicain et citoyen",,"*(non rattaché à un département)","Socialiste, républicain et citoyen",230-06,
"Foyer Socio-educatif du Collège Mont-Miroir",Maiche,Fonctionnement,1000.00,BONNOT,Marcel,Doubs,"Les Républicains",230-01,PA267576
"Foyer Socio-Educatif du Collège Notre Dame des Oliviers de Neussargues",NEUSSARGUES,Fonctionnement,5000.00,MARLEIX,Alain,Cantal,"Les Républicains",230-01,PA2084
"Foyer socio-éducatif du Collège Paul Claudel de Lagnieu",Lagnieu,Fonctionnement,2500.00,"DE LA VERPILLIÈRE",Charles,Ain,"Les Républicains",230-01,PA1012
"Foyer Socio-Educatif du collège Rosa Parks, Les Andelys","Les Andelys",Fonctionnement,1250.00,GILARD,Franck,Eure,"Les Républicains",230-01,PA267148
"Foyer socio-éducatif du Collège Stendhal","Collège Stendhal
88 rue des Renards
44300 Nantes","Organiser un voyage scolaire à Paris pour des élèves de 5è majoritairement boursiers du collège Stendhal de Nantes",5000.00,"DE RUGY",François,Loire-Atlantique,Écologiste,230-06,PA332747
"Foyer Socio-éducatif du Collège Toulouse Lautrec","48 Impasse Barthe
31200 TOULOUSE","Séjours ferme équestre",2500.00,BAPT,Gérard,Haute-Garonne,"Socialiste, républicain et citoyen",230-06,PA356
"Foyer socio-éducatif du Collège Vercors","Collège Vercors
59 bis rue Léon Jouhaux
38100 Grenoble","Voyage scolaire en Provence de découverte d'un territoire à travers une approche littéraire, historique, géographique.",5000.00,VÉRAN,Olivier,Isère,"Socialiste, républicain et citoyen",230-06,PA642788
"Foyer socio-éducatif du Collège Voltaire d'Ussel","Place Voltaire - 19200 USSEL","Voyage à Paris avec visite de l'Assemblée nationale",700.00,DESSUS,Sophie,Corrèze,"Socialiste, républicain et citoyen",230-06,PA605758
"Foyer socio-éducatif du Collègue du Bras d'Or",,Fonctionnement,2000.00,FASQUELLE,Daniel,Pas-de-Calais,"Les Républicains",230-01,PA334149
"Foyer Socio-éducatif du Lycée Cassini",,Fonctionnement,2000.00,COURTIAL,Édouard,Oise,"Les Républicains",230-01,PA267743
"Foyer Socio-Educatif du Lycée de Lorgues",Lorgues,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,"Les Républicains",230-01,PA951
"Foyer Socio-Educatif du Lycée du Golfe",Gassin,Fonctionnement,2000.00,COUVE,Jean-Michel,Var,"Les Républicains",230-01,PA951
"Foyer socio-éducatif du Lycée du Mont-Blanc René Dayve",Passy,"Voyage pédagogique de mémoire",2000.00,DION,Sophie,Haute-Savoie,"Les Républicains",230-01,PA608851
"Foyer socio-éducatif du Lycée Henri Vincenot de Louhans","26, Montée de Saint-Claude
71500 LOUHANS- CHATEAURENAUD","Voyage scolaire",1000.00,UNTERMAIER,Cécile,Saône-et-Loire,"Socialiste, républicain et citoyen",230-06,PA608695
"Foyer socio-éducatif du Lycée Janot",,"Déplacement au Parlement",1000.00,FORT,Marie-Louise,Yonne,"Les Républicains",230-01,PA336576
"Foyer Socio-éducatif du Lycée professionnel KER SIAM","15 rue charcot 22100 DINAN","Voyage pédagogique",10000.00,"LE DISSEZ",Viviane,Côtes-d'Armor,"Socialiste, républicain et citoyen",230-06,PA341246
"Foyer socio-éducatif lycée LG Damas","Chemin Vidal, BP5008, 97354 Remire-Montjoly",fonctionnement,10000.00,SERVILLE,Gabriel,Guyane,"Gauche démocrate et républicaine",123-04,PA610667
"Foyer socio-educatif Parc Chabrières",Oullins,Fonctionnement,3000.00,TERROT,Michel,Rhône,"Les Républicains",230-01,PA2801
"Foyer socioéducatif du collège Rabelais","Collège Rabelais
rue Santos Dumont
86000 Poitiers","Actions d'éducation à la sexualité et mixité filles-garçons",2000.00,COUTELLE,Catherine,Vienne,"Socialiste, républicain et citoyen",230-06,PA336421
"Foyer socioéducatif du collège Rimbaud","Collège Arthur Rimbaud
8 rue du docteur Roux
86190 Latillé","Actions d'éducation à la sexualité et mixité filles-garçons",2000.00,COUTELLE,Catherine,Vienne,"Socialiste, républicain et citoyen",230-06,PA336421
"Foyer socioéducatif Ronsard","Collège Ronsard
50 rue de la Jambe à l'âne
86000 Poitiers","Actions d'éducation à la sexualité et mixité filles-garçons",2000.00,COUTELLE,Catherine,Vienne,"Socialiste, républicain et citoyen",230-06,PA336421
FRADIF,"42, rue de Montreuil
75011 Paris","Production, échanges et diffusion d'émission visant l'inforamtion locale et régionale",2000.00,DUFLOT,Cécile,Paris,Écologiste,313-10,PA588872
FRAIMBOIS,,"la mise en accessibilité des bâtiments communaux mis à disposition des associations",5000.00,LAMBLIN,Jacques,Meurthe-et-Moselle,"Les Républicains",122-01,PA267551
"FRAISSE CABARDES","FRAISSE CABARDES","Réfection de la rue du Château",4000.00,DUPRÉ,Jean-Paul,Aude,"Socialiste, républicain et citoyen",122-01,PA1208
FRALIGNES,,"la réfection de la toiture de l'abribus situé place de l'Eglise",1000.00,MATHIS,Jean-Claude,Aube,"Les Républicains",122-01,PA2124
"Français du Monde ADFE-Chili","Cecilia Urzua Pallamar - 0056224538310 - adfe56.chili@gmail.com / ccua@gmail.com","Revue virtuelle -Lettre de l'ADFE Chili",2500.00,CORONADO,Sergio,"Français établis hors de France",Écologiste,185-02,PA610860
"Français du Monde Grande-Bretagne","22 Great Arthur House
Golden Lane Estante, Fann street
London C1Y 0RD
England",Fonctionnement,10000.00,PREMAT,Christophe,"Français établis hors de France","Socialiste, républicain et citoyen",185-02,PA643069
FRANCAS,"M. Jacques-Louis Buton
Cité des Forges – Bât. A – Esc D.
85000 La Roche-sur-Yon","Travaux de câblage informatiques et téléphoniques",1000.00,BULTEAU,Sylviane,Vendée,"Socialiste, républicain et citoyen",163-02,PA609743
